# provenance: run=20260630T0538__10ep_3bb script=paper/figures/scripts/extract_htraj.py backbone=llama-3.2-11b-vision fault=hallucination__position_worst_user_direct baselines=['b0', 'b2'] n_episodes=10
series,ep,t,dist,r,h,r_min,r_max
B0 (no filter),1,9.2211,0.8191,1.8,-0.9809,0.9,1.8
B0 (no filter),1,9.241,0.8193,1.8,-0.9807,0.9,1.8
B0 (no filter),1,9.2612,0.8196,1.8,-0.9804,0.9,1.8
B0 (no filter),1,9.2803,0.8198,1.8,-0.9802,0.9,1.8
B0 (no filter),1,9.3006,0.8201,1.8,-0.9799,0.9,1.8
B0 (no filter),1,9.3205,0.8202,1.8,-0.9798,0.9,1.8
B0 (no filter),1,9.3405,0.8206,1.8,-0.9794,0.9,1.8
B0 (no filter),1,9.3605,0.8207,1.8,-0.9793,0.9,1.8
B0 (no filter),1,9.3806,0.821,1.8,-0.979,0.9,1.8
B0 (no filter),1,9.4006,0.8212,1.8,-0.9788,0.9,1.8
B0 (no filter),1,9.421,0.8214,1.8,-0.9786,0.9,1.8
B0 (no filter),1,9.4409,0.8215,1.8,-0.9785,0.9,1.8
B0 (no filter),1,9.4606,0.8216,1.8,-0.9784,0.9,1.8
B0 (no filter),1,9.4806,0.8217,1.8,-0.9783,0.9,1.8
B0 (no filter),1,9.5005,0.8218,1.8,-0.9782,0.9,1.8
B0 (no filter),1,9.5211,0.8219,1.8,-0.9781,0.9,1.8
B0 (no filter),1,9.5406,0.822,1.8,-0.978,0.9,1.8
B0 (no filter),1,9.5602,0.8221,1.8,-0.9779,0.9,1.8
B0 (no filter),1,9.5804,0.8221,1.8,-0.9779,0.9,1.8
B0 (no filter),1,9.6005,0.8221,1.8,-0.9779,0.9,1.8
B0 (no filter),1,9.6219,0.8221,1.8,-0.9779,0.9,1.8
B0 (no filter),1,9.6405,0.822,1.8,-0.978,0.9,1.8
B0 (no filter),1,9.6612,0.8219,1.8,-0.9781,0.9,1.8
B0 (no filter),1,9.6808,0.8217,1.8,-0.9783,0.9,1.8
B0 (no filter),1,9.7006,0.8215,1.8,-0.9785,0.9,1.8
B0 (no filter),1,9.7217,0.8213,1.8,-0.9787,0.9,1.8
B0 (no filter),1,9.7405,0.821,1.8,-0.979,0.9,1.8
B0 (no filter),1,9.7613,0.8208,1.8,-0.9792,0.9,1.8
B0 (no filter),1,9.7806,0.8205,1.8,-0.9795,0.9,1.8
B0 (no filter),1,9.8007,0.8203,1.8,-0.9797,0.9,1.8
B0 (no filter),1,9.8206,0.82,1.8,-0.98,0.9,1.8
B0 (no filter),1,9.8403,0.8199,1.8,-0.9801,0.9,1.8
B0 (no filter),1,9.8606,0.8196,1.8,-0.9804,0.9,1.8
B0 (no filter),1,9.8812,0.8195,1.8,-0.9805,0.9,1.8
B0 (no filter),1,9.9001,0.8193,1.8,-0.9807,0.9,1.8
B0 (no filter),1,9.921,0.8192,1.8,-0.9808,0.9,1.8
B0 (no filter),1,9.9409,0.8191,1.8,-0.9809,0.9,1.8
B0 (no filter),1,9.9607,0.819,1.8,-0.981,0.9,1.8
B0 (no filter),1,9.9807,0.819,1.8,-0.981,0.9,1.8
B0 (no filter),1,10.0009,0.8191,1.8,-0.9809,0.9,1.8
B0 (no filter),1,10.0219,0.8191,1.8,-0.9809,0.9,1.8
B0 (no filter),1,10.0404,0.8192,1.8,-0.9808,0.9,1.8
B0 (no filter),1,10.0608,0.8194,1.8,-0.9806,0.9,1.8
B0 (no filter),1,10.0808,0.8195,1.8,-0.9805,0.9,1.8
B0 (no filter),1,10.1004,0.8196,1.8,-0.9804,0.9,1.8
B0 (no filter),1,10.1209,0.8198,1.8,-0.9802,0.9,1.8
B0 (no filter),1,10.1401,0.82,1.8,-0.98,0.9,1.8
B0 (no filter),1,10.1604,0.8201,1.8,-0.9799,0.9,1.8
B0 (no filter),1,10.1811,0.8203,1.8,-0.9797,0.9,1.8
B0 (no filter),1,10.201,0.8205,1.8,-0.9795,0.9,1.8
B0 (no filter),1,10.2227,0.8207,1.8,-0.9793,0.9,1.8
B0 (no filter),1,10.241,0.8209,1.8,-0.9791,0.9,1.8
B0 (no filter),1,10.2604,0.8213,1.8,-0.9787,0.9,1.8
B0 (no filter),1,10.2805,0.8214,1.8,-0.9786,0.9,1.8
B0 (no filter),1,10.3004,0.8217,1.8,-0.9783,0.9,1.8
B0 (no filter),1,10.3207,0.8219,1.8,-0.9781,0.9,1.8
B0 (no filter),1,10.3403,0.8222,1.8,-0.9778,0.9,1.8
B0 (no filter),1,10.3601,0.8224,1.8,-0.9776,0.9,1.8
B0 (no filter),1,10.3809,0.8227,1.8,-0.9773,0.9,1.8
B0 (no filter),1,10.4003,0.8229,1.8,-0.9771,0.9,1.8
B0 (no filter),1,10.4204,0.8232,1.8,-0.9768,0.9,1.8
B0 (no filter),1,10.4409,0.8233,1.8,-0.9767,0.9,1.8
B0 (no filter),1,10.4607,0.8236,1.8,-0.9764,0.9,1.8
B0 (no filter),1,10.4806,0.8237,1.8,-0.9763,0.9,1.8
B0 (no filter),1,10.5003,0.824,1.8,-0.976,0.9,1.8
B0 (no filter),1,10.5215,0.8242,1.8,-0.9758,0.9,1.8
B0 (no filter),1,10.5406,0.8244,1.8,-0.9756,0.9,1.8
B0 (no filter),1,10.5605,0.8246,1.8,-0.9754,0.9,1.8
B0 (no filter),1,10.5805,0.8248,1.8,-0.9752,0.9,1.8
B0 (no filter),1,10.6006,0.825,1.8,-0.975,0.9,1.8
B0 (no filter),1,10.6204,0.8252,1.8,-0.9748,0.9,1.8
B0 (no filter),1,10.64,0.8253,1.8,-0.9747,0.9,1.8
B0 (no filter),1,10.6603,0.8255,1.8,-0.9745,0.9,1.8
B0 (no filter),1,10.6805,0.8256,1.8,-0.9744,0.9,1.8
B0 (no filter),1,10.7001,0.8258,1.8,-0.9742,0.9,1.8
B0 (no filter),1,10.7206,0.8259,1.8,-0.9741,0.9,1.8
B0 (no filter),1,10.7408,0.8261,1.8,-0.9739,0.9,1.8
B0 (no filter),1,10.7605,0.8262,1.8,-0.9738,0.9,1.8
B0 (no filter),1,10.7802,0.8264,1.8,-0.9736,0.9,1.8
B0 (no filter),1,10.8002,0.8265,1.8,-0.9735,0.9,1.8
B0 (no filter),1,10.8203,0.8266,1.8,-0.9734,0.9,1.8
B0 (no filter),1,10.8408,0.8266,1.8,-0.9734,0.9,1.8
B0 (no filter),1,10.8607,0.8267,1.8,-0.9733,0.9,1.8
B0 (no filter),1,10.8813,0.8267,1.8,-0.9733,0.9,1.8
B0 (no filter),1,10.9005,0.8267,1.8,-0.9733,0.9,1.8
B0 (no filter),1,10.9204,0.8267,1.8,-0.9733,0.9,1.8
B0 (no filter),1,10.94,0.8267,1.8,-0.9733,0.9,1.8
B0 (no filter),1,10.9605,0.8266,1.8,-0.9734,0.9,1.8
B0 (no filter),1,10.9812,0.8266,1.8,-0.9734,0.9,1.8
B0 (no filter),1,11.0002,0.8265,1.8,-0.9735,0.9,1.8
B0 (no filter),1,11.0209,0.8264,1.8,-0.9736,0.9,1.8
B0 (no filter),1,11.0404,0.8263,1.8,-0.9737,0.9,1.8
B0 (no filter),1,11.0617,0.8262,1.8,-0.9738,0.9,1.8
B0 (no filter),1,11.0811,0.8261,1.8,-0.9739,0.9,1.8
B0 (no filter),1,11.1005,0.8259,1.8,-0.9741,0.9,1.8
B0 (no filter),1,11.121,0.8258,1.8,-0.9742,0.9,1.8
B0 (no filter),1,11.1413,0.8256,1.8,-0.9744,0.9,1.8
B0 (no filter),1,11.161,0.8255,1.8,-0.9745,0.9,1.8
B0 (no filter),1,11.1813,0.8254,1.8,-0.9746,0.9,1.8
B0 (no filter),1,11.2011,0.8253,1.8,-0.9747,0.9,1.8
B0 (no filter),1,11.2213,0.8253,1.8,-0.9747,0.9,1.8
B0 (no filter),1,11.2399,0.8253,1.8,-0.9747,0.9,1.8
B0 (no filter),1,11.2607,0.8253,1.8,-0.9747,0.9,1.8
B0 (no filter),1,11.2808,0.8253,1.8,-0.9747,0.9,1.8
B0 (no filter),1,11.3004,0.8254,1.8,-0.9746,0.9,1.8
B0 (no filter),1,11.3206,0.8255,1.8,-0.9745,0.9,1.8
B0 (no filter),1,11.3399,0.8257,1.8,-0.9743,0.9,1.8
B0 (no filter),1,11.3608,0.8258,1.8,-0.9742,0.9,1.8
B0 (no filter),1,11.3806,0.826,1.8,-0.974,0.9,1.8
B0 (no filter),1,11.4006,0.8261,1.8,-0.9739,0.9,1.8
B0 (no filter),1,11.4209,0.8263,1.8,-0.9737,0.9,1.8
B0 (no filter),1,11.4408,0.8264,1.8,-0.9736,0.9,1.8
B0 (no filter),1,11.4606,0.8265,1.8,-0.9735,0.9,1.8
B0 (no filter),1,11.4809,0.8266,1.8,-0.9734,0.9,1.8
B0 (no filter),1,11.5004,0.8268,1.8,-0.9732,0.9,1.8
B0 (no filter),1,11.5207,0.8268,1.8,-0.9732,0.9,1.8
B0 (no filter),1,11.5411,0.8269,1.8,-0.9731,0.9,1.8
B0 (no filter),1,11.5618,0.8269,1.8,-0.9731,0.9,1.8
B0 (no filter),1,11.5804,0.8269,1.8,-0.9731,0.9,1.8
B0 (no filter),1,11.6006,0.8268,1.8,-0.9732,0.9,1.8
B0 (no filter),1,11.6204,0.8268,1.8,-0.9732,0.9,1.8
B0 (no filter),1,11.641,0.8268,1.8,-0.9732,0.9,1.8
B0 (no filter),1,11.6605,0.8267,1.8,-0.9733,0.9,1.8
B0 (no filter),1,11.681,0.8266,1.8,-0.9734,0.9,1.8
B0 (no filter),1,11.7,0.8266,1.8,-0.9734,0.9,1.8
B0 (no filter),1,11.7201,0.8265,1.8,-0.9735,0.9,1.8
B0 (no filter),1,11.7401,0.8264,1.8,-0.9736,0.9,1.8
B0 (no filter),1,11.76,0.8263,1.8,-0.9737,0.9,1.8
B0 (no filter),1,11.7804,0.8261,1.8,-0.9739,0.9,1.8
B0 (no filter),1,11.8012,0.826,1.8,-0.974,0.9,1.8
B0 (no filter),1,11.8205,0.8258,1.8,-0.9742,0.9,1.8
B0 (no filter),1,11.8408,0.8257,1.8,-0.9743,0.9,1.8
B0 (no filter),1,11.861,0.8254,1.8,-0.9746,0.9,1.8
B0 (no filter),1,11.88,0.8252,1.8,-0.9748,0.9,1.8
B0 (no filter),1,11.9,0.8249,1.8,-0.9751,0.9,1.8
B0 (no filter),1,11.9206,0.8247,1.8,-0.9753,0.9,1.8
B0 (no filter),1,11.9403,0.8243,1.8,-0.9757,0.9,1.8
B0 (no filter),1,11.9604,0.8241,1.8,-0.9759,0.9,1.8
B0 (no filter),1,11.9806,0.8237,1.8,-0.9763,0.9,1.8
B0 (no filter),1,12.0003,0.8234,1.8,-0.9766,0.9,1.8
B0 (no filter),1,12.0205,0.823,1.8,-0.977,0.9,1.8
B0 (no filter),1,12.04,0.8227,1.8,-0.9773,0.9,1.8
B0 (no filter),1,12.0602,0.8222,1.8,-0.9778,0.9,1.8
B0 (no filter),1,12.0803,0.8219,1.8,-0.9781,0.9,1.8
B0 (no filter),1,12.1004,0.8215,1.8,-0.9785,0.9,1.8
B0 (no filter),1,12.121,0.8212,1.8,-0.9788,0.9,1.8
B0 (no filter),1,12.1404,0.8208,1.8,-0.9792,0.9,1.8
B0 (no filter),1,12.1618,0.8205,1.8,-0.9795,0.9,1.8
B0 (no filter),1,12.1804,0.8201,1.8,-0.9799,0.9,1.8
B0 (no filter),1,12.2004,0.8198,1.8,-0.9802,0.9,1.8
B0 (no filter),1,12.2202,0.8194,1.8,-0.9806,0.9,1.8
B0 (no filter),1,12.2406,0.8191,1.8,-0.9809,0.9,1.8
B0 (no filter),1,12.2606,0.8187,1.8,-0.9813,0.9,1.8
B0 (no filter),1,12.281,0.8184,1.8,-0.9816,0.9,1.8
B0 (no filter),1,12.3003,0.8181,1.8,-0.9819,0.9,1.8
B0 (no filter),1,12.3202,0.8179,1.8,-0.9821,0.9,1.8
B0 (no filter),1,12.3404,0.8176,1.8,-0.9824,0.9,1.8
B0 (no filter),1,12.3607,0.8174,1.8,-0.9826,0.9,1.8
B0 (no filter),1,12.3804,0.8172,1.8,-0.9828,0.9,1.8
B0 (no filter),1,12.4005,0.8171,1.8,-0.9829,0.9,1.8
B0 (no filter),1,12.4201,0.8169,1.8,-0.9831,0.9,1.8
B0 (no filter),1,12.4405,0.8168,1.8,-0.9832,0.9,1.8
B0 (no filter),1,12.4605,0.8167,1.8,-0.9833,0.9,1.8
B0 (no filter),1,12.4802,0.8166,1.8,-0.9834,0.9,1.8
B0 (no filter),1,12.5016,0.8164,1.8,-0.9836,0.9,1.8
B0 (no filter),1,12.5206,0.8164,1.8,-0.9836,0.9,1.8
B0 (no filter),1,12.5409,0.8163,1.8,-0.9837,0.9,1.8
B0 (no filter),1,12.5609,0.8162,1.8,-0.9838,0.9,1.8
B0 (no filter),1,12.5811,0.8162,1.8,-0.9838,0.9,1.8
B0 (no filter),1,12.6006,0.8162,1.8,-0.9838,0.9,1.8
B0 (no filter),1,12.6207,0.8163,1.8,-0.9837,0.9,1.8
B0 (no filter),1,12.6409,0.8164,1.8,-0.9836,0.9,1.8
B0 (no filter),1,12.661,0.8164,1.8,-0.9836,0.9,1.8
B0 (no filter),1,12.6805,0.8165,1.8,-0.9835,0.9,1.8
B0 (no filter),1,12.7001,0.8166,1.8,-0.9834,0.9,1.8
B0 (no filter),1,12.7221,0.8167,1.8,-0.9833,0.9,1.8
B0 (no filter),1,12.7404,0.8167,1.8,-0.9833,0.9,1.8
B0 (no filter),1,12.7607,0.8168,1.8,-0.9832,0.9,1.8
B0 (no filter),1,12.7805,0.8168,1.8,-0.9832,0.9,1.8
B0 (no filter),1,12.8002,0.8168,1.8,-0.9832,0.9,1.8
B0 (no filter),1,12.8209,0.8168,1.8,-0.9832,0.9,1.8
B0 (no filter),1,12.8413,0.8168,1.8,-0.9832,0.9,1.8
B0 (no filter),1,12.8609,0.8168,1.8,-0.9832,0.9,1.8
B0 (no filter),1,12.8809,0.8168,1.8,-0.9832,0.9,1.8
B0 (no filter),1,12.9004,0.8168,1.8,-0.9832,0.9,1.8
B0 (no filter),1,12.9211,0.8168,1.8,-0.9832,0.9,1.8
B0 (no filter),1,12.9404,0.8169,1.8,-0.9831,0.9,1.8
B0 (no filter),1,12.9606,0.817,1.8,-0.983,0.9,1.8
B0 (no filter),1,12.9808,0.817,1.8,-0.983,0.9,1.8
B0 (no filter),1,13.0009,0.8171,1.8,-0.9829,0.9,1.8
B0 (no filter),1,13.0211,0.8172,1.8,-0.9828,0.9,1.8
B0 (no filter),1,13.0416,0.8172,1.8,-0.9828,0.9,1.8
B0 (no filter),1,13.0605,0.8174,1.8,-0.9826,0.9,1.8
B0 (no filter),1,13.0806,0.8174,1.8,-0.9826,0.9,1.8
B0 (no filter),1,13.1003,0.8176,1.8,-0.9824,0.9,1.8
B0 (no filter),1,13.1205,0.8178,1.8,-0.9822,0.9,1.8
B0 (no filter),1,13.1409,0.818,1.8,-0.982,0.9,1.8
B0 (no filter),1,13.1619,0.8182,1.8,-0.9818,0.9,1.8
B0 (no filter),1,13.1805,0.8185,1.8,-0.9815,0.9,1.8
B0 (no filter),1,13.2004,0.8188,1.8,-0.9812,0.9,1.8
B0 (no filter),1,13.2213,0.8191,1.8,-0.9809,0.9,1.8
B0 (no filter),1,13.2404,0.8193,1.8,-0.9807,0.9,1.8
B0 (no filter),1,13.2605,0.8197,1.8,-0.9803,0.9,1.8
B0 (no filter),1,13.2807,0.8199,1.8,-0.9801,0.9,1.8
B0 (no filter),1,13.3002,0.8203,1.8,-0.9797,0.9,1.8
B0 (no filter),1,13.3201,0.8206,1.8,-0.9794,0.9,1.8
B0 (no filter),1,13.3408,0.8211,1.8,-0.9789,0.9,1.8
B0 (no filter),1,13.3607,0.8214,1.8,-0.9786,0.9,1.8
B0 (no filter),1,13.3807,0.8218,1.8,-0.9782,0.9,1.8
B0 (no filter),1,13.4004,0.8221,1.8,-0.9779,0.9,1.8
B0 (no filter),1,13.4204,0.8225,1.8,-0.9775,0.9,1.8
B0 (no filter),1,13.4414,0.8228,1.8,-0.9772,0.9,1.8
B0 (no filter),1,13.4611,0.8232,1.8,-0.9768,0.9,1.8
B0 (no filter),1,13.4826,0.8234,1.8,-0.9766,0.9,1.8
B0 (no filter),1,13.5022,0.8237,1.8,-0.9763,0.9,1.8
B0 (no filter),1,13.521,0.8239,1.8,-0.9761,0.9,1.8
B0 (no filter),1,13.5417,0.8242,1.8,-0.9758,0.9,1.8
B0 (no filter),1,13.5601,0.8243,1.8,-0.9757,0.9,1.8
B0 (no filter),1,13.5812,0.8245,1.8,-0.9755,0.9,1.8
B0 (no filter),1,13.6011,0.8246,1.8,-0.9754,0.9,1.8
B0 (no filter),1,13.6203,0.8247,1.8,-0.9753,0.9,1.8
B0 (no filter),1,13.6411,0.8248,1.8,-0.9752,0.9,1.8
B0 (no filter),1,13.6617,0.8249,1.8,-0.9751,0.9,1.8
B0 (no filter),1,13.6804,0.8249,1.8,-0.9751,0.9,1.8
B0 (no filter),1,13.7023,0.8249,1.8,-0.9751,0.9,1.8
B0 (no filter),1,13.7212,0.8248,1.8,-0.9752,0.9,1.8
B0 (no filter),1,13.7408,0.8247,1.8,-0.9753,0.9,1.8
B0 (no filter),1,13.7606,0.8247,1.8,-0.9753,0.9,1.8
B0 (no filter),1,13.7804,0.8245,1.8,-0.9755,0.9,1.8
B0 (no filter),1,13.8013,0.8244,1.8,-0.9756,0.9,1.8
B0 (no filter),1,13.8207,0.8243,1.8,-0.9757,0.9,1.8
B0 (no filter),1,13.8407,0.8242,1.8,-0.9758,0.9,1.8
B0 (no filter),1,13.8604,0.8241,1.8,-0.9759,0.9,1.8
B0 (no filter),1,13.8804,0.824,1.8,-0.976,0.9,1.8
B0 (no filter),1,13.9005,0.8239,1.8,-0.9761,0.9,1.8
B0 (no filter),1,13.9204,0.8238,1.8,-0.9762,0.9,1.8
B0 (no filter),1,13.94,0.8236,1.8,-0.9764,0.9,1.8
B0 (no filter),1,13.9604,0.8235,1.8,-0.9765,0.9,1.8
B0 (no filter),1,13.9804,0.8233,1.8,-0.9767,0.9,1.8
B0 (no filter),1,14.0003,0.8231,1.8,-0.9769,0.9,1.8
B0 (no filter),1,14.0204,0.8229,1.8,-0.9771,0.9,1.8
B0 (no filter),1,14.0399,0.8227,1.8,-0.9773,0.9,1.8
B0 (no filter),1,14.0605,0.8224,1.8,-0.9776,0.9,1.8
B0 (no filter),1,14.0819,0.8223,1.8,-0.9777,0.9,1.8
B0 (no filter),1,14.1005,0.822,1.8,-0.978,0.9,1.8
B0 (no filter),1,14.1216,0.8218,1.8,-0.9782,0.9,1.8
B0 (no filter),1,14.1416,0.8215,1.8,-0.9785,0.9,1.8
B0 (no filter),1,14.161,0.8212,1.8,-0.9788,0.9,1.8
B0 (no filter),1,14.1815,0.8209,1.8,-0.9791,0.9,1.8
B0 (no filter),1,14.2004,0.8206,1.8,-0.9794,0.9,1.8
B0 (no filter),1,14.222,0.8202,1.8,-0.9798,0.9,1.8
B0 (no filter),1,14.2404,0.8199,1.8,-0.9801,0.9,1.8
B0 (no filter),1,14.262,0.8195,1.8,-0.9805,0.9,1.8
B0 (no filter),1,14.2809,0.8192,1.8,-0.9808,0.9,1.8
B0 (no filter),1,14.3004,0.8187,1.8,-0.9813,0.9,1.8
B0 (no filter),1,14.3213,0.8183,1.8,-0.9817,0.9,1.8
B0 (no filter),1,14.3411,0.8177,1.8,-0.9823,0.9,1.8
B0 (no filter),1,14.3606,0.8173,1.8,-0.9827,0.9,1.8
B0 (no filter),1,14.3805,0.8167,1.8,-0.9833,0.9,1.8
B0 (no filter),1,14.4006,0.8162,1.8,-0.9838,0.9,1.8
B0 (no filter),1,14.4218,0.8156,1.8,-0.9844,0.9,1.8
B0 (no filter),1,14.4399,0.8152,1.8,-0.9848,0.9,1.8
B0 (no filter),1,14.4608,0.8146,1.8,-0.9854,0.9,1.8
B0 (no filter),1,14.4805,0.8142,1.8,-0.9858,0.9,1.8
B0 (no filter),1,14.5006,0.8136,1.8,-0.9864,0.9,1.8
B0 (no filter),1,14.5213,0.8131,1.8,-0.9869,0.9,1.8
B0 (no filter),1,14.5412,0.8125,1.8,-0.9875,0.9,1.8
B0 (no filter),1,14.5605,0.8121,1.8,-0.9879,0.9,1.8
B0 (no filter),1,14.5806,0.8115,1.8,-0.9885,0.9,1.8
B0 (no filter),1,14.6003,0.8111,1.8,-0.9889,0.9,1.8
B0 (no filter),1,14.6206,0.8104,1.8,-0.9896,0.9,1.8
B0 (no filter),1,14.6407,0.81,1.8,-0.99,0.9,1.8
B0 (no filter),1,14.6606,0.8093,1.8,-0.9907,0.9,1.8
B0 (no filter),1,14.6813,0.8088,1.8,-0.9912,0.9,1.8
B0 (no filter),1,14.7004,0.8082,1.8,-0.9918,0.9,1.8
B0 (no filter),1,14.7206,0.8078,1.8,-0.9922,0.9,1.8
B0 (no filter),1,14.7405,0.8072,1.8,-0.9928,0.9,1.8
B0 (no filter),1,14.76,0.8068,1.8,-0.9932,0.9,1.8
B0 (no filter),1,14.7811,0.8062,1.8,-0.9938,0.9,1.8
B0 (no filter),1,14.8005,0.8059,1.8,-0.9941,0.9,1.8
B0 (no filter),1,14.8205,0.8054,1.8,-0.9946,0.9,1.8
B0 (no filter),1,14.8404,0.8051,1.8,-0.9949,0.9,1.8
B0 (no filter),1,14.8604,0.8047,1.8,-0.9953,0.9,1.8
B0 (no filter),1,14.8803,0.8044,1.8,-0.9956,0.9,1.8
B0 (no filter),1,14.9006,0.8041,1.8,-0.9959,0.9,1.8
B0 (no filter),1,14.9199,0.804,1.8,-0.996,0.9,1.8
B0 (no filter),1,14.9404,0.8038,1.8,-0.9962,0.9,1.8
B0 (no filter),1,14.9613,0.8037,1.8,-0.9963,0.9,1.8
B0 (no filter),1,14.98,0.8037,1.8,-0.9963,0.9,1.8
B0 (no filter),1,15.0003,0.8037,1.8,-0.9963,0.9,1.8
B0 (no filter),1,15.0214,0.8037,1.8,-0.9963,0.9,1.8
B0 (no filter),1,15.0405,0.8038,1.8,-0.9962,0.9,1.8
B0 (no filter),1,15.0613,0.8038,1.8,-0.9962,0.9,1.8
B0 (no filter),1,15.0804,0.8039,1.8,-0.9961,0.9,1.8
B0 (no filter),1,15.1002,0.804,1.8,-0.996,0.9,1.8
B0 (no filter),1,15.1209,0.8041,1.8,-0.9959,0.9,1.8
B0 (no filter),1,15.1404,0.8043,1.8,-0.9957,0.9,1.8
B0 (no filter),1,15.1609,0.8044,1.8,-0.9956,0.9,1.8
B0 (no filter),1,15.1809,0.8045,1.8,-0.9955,0.9,1.8
B0 (no filter),1,15.2009,0.8046,1.8,-0.9954,0.9,1.8
B0 (no filter),1,15.2207,0.8048,1.8,-0.9952,0.9,1.8
B0 (no filter),1,15.2403,0.8049,1.8,-0.9951,0.9,1.8
B0 (no filter),1,15.2604,0.805,1.8,-0.995,0.9,1.8
B0 (no filter),1,15.2804,0.805,1.8,-0.995,0.9,1.8
B0 (no filter),1,15.3007,0.8051,1.8,-0.9949,0.9,1.8
B0 (no filter),1,15.3204,0.8051,1.8,-0.9949,0.9,1.8
B0 (no filter),1,15.3398,0.8051,1.8,-0.9949,0.9,1.8
B0 (no filter),1,15.3604,0.8051,1.8,-0.9949,0.9,1.8
B0 (no filter),1,15.3812,0.805,1.8,-0.995,0.9,1.8
B0 (no filter),1,15.4004,0.805,1.8,-0.995,0.9,1.8
B0 (no filter),1,15.4206,0.8049,1.8,-0.9951,0.9,1.8
B0 (no filter),1,15.4405,0.8048,1.8,-0.9952,0.9,1.8
B0 (no filter),1,15.4609,0.8048,1.8,-0.9952,0.9,1.8
B0 (no filter),1,15.4805,0.8047,1.8,-0.9953,0.9,1.8
B0 (no filter),1,15.5007,0.8046,1.8,-0.9954,0.9,1.8
B0 (no filter),1,15.5205,0.8046,1.8,-0.9954,0.9,1.8
B0 (no filter),1,15.5414,0.8045,1.8,-0.9955,0.9,1.8
B0 (no filter),1,15.5605,0.8044,1.8,-0.9956,0.9,1.8
B0 (no filter),1,15.5806,0.8044,1.8,-0.9956,0.9,1.8
B0 (no filter),1,15.6004,0.8043,1.8,-0.9957,0.9,1.8
B0 (no filter),1,15.6208,0.8043,1.8,-0.9957,0.9,1.8
B0 (no filter),1,15.6398,0.8042,1.8,-0.9958,0.9,1.8
B0 (no filter),1,15.6606,0.8042,1.8,-0.9958,0.9,1.8
B0 (no filter),1,15.6807,0.8042,1.8,-0.9958,0.9,1.8
B0 (no filter),1,15.7006,0.8042,1.8,-0.9958,0.9,1.8
B0 (no filter),1,15.7209,0.8042,1.8,-0.9958,0.9,1.8
B0 (no filter),1,15.7407,0.8043,1.8,-0.9957,0.9,1.8
B0 (no filter),1,15.7605,0.8043,1.8,-0.9957,0.9,1.8
B0 (no filter),1,15.7807,0.8044,1.8,-0.9956,0.9,1.8
B0 (no filter),1,15.8003,0.8045,1.8,-0.9955,0.9,1.8
B0 (no filter),1,15.8212,0.8046,1.8,-0.9954,0.9,1.8
B0 (no filter),1,15.8404,0.8047,1.8,-0.9953,0.9,1.8
B0 (no filter),1,15.8609,0.8048,1.8,-0.9952,0.9,1.8
B0 (no filter),1,15.88,0.805,1.8,-0.995,0.9,1.8
B0 (no filter),1,15.9007,0.8052,1.8,-0.9948,0.9,1.8
B0 (no filter),1,15.9217,0.8053,1.8,-0.9947,0.9,1.8
B0 (no filter),1,15.9406,0.8056,1.8,-0.9944,0.9,1.8
B0 (no filter),1,15.96,0.8058,1.8,-0.9942,0.9,1.8
B0 (no filter),1,15.9804,0.8061,1.8,-0.9939,0.9,1.8
B0 (no filter),1,16.0,0.8063,1.8,-0.9937,0.9,1.8
B0 (no filter),1,16.0206,0.8066,1.8,-0.9934,0.9,1.8
B0 (no filter),1,16.0406,0.8069,1.8,-0.9931,0.9,1.8
B0 (no filter),1,16.0608,0.8072,1.8,-0.9928,0.9,1.8
B0 (no filter),1,16.0807,0.8075,1.8,-0.9925,0.9,1.8
B0 (no filter),1,16.1002,0.8079,1.8,-0.9921,0.9,1.8
B0 (no filter),1,16.1216,0.8082,1.8,-0.9918,0.9,1.8
B0 (no filter),1,16.141,0.8087,1.8,-0.9913,0.9,1.8
B0 (no filter),1,16.1607,0.809,1.8,-0.991,0.9,1.8
B0 (no filter),1,16.1799,0.8094,1.8,-0.9906,0.9,1.8
B0 (no filter),1,16.2001,0.8098,1.8,-0.9902,0.9,1.8
B0 (no filter),1,16.2204,0.8102,1.8,-0.9898,0.9,1.8
B0 (no filter),1,16.2404,0.8105,1.8,-0.9895,0.9,1.8
B0 (no filter),1,16.2604,0.8109,1.8,-0.9891,0.9,1.8
B0 (no filter),1,16.2804,0.8112,1.8,-0.9888,0.9,1.8
B0 (no filter),1,16.3009,0.8116,1.8,-0.9884,0.9,1.8
B0 (no filter),1,16.3205,0.8119,1.8,-0.9881,0.9,1.8
B0 (no filter),1,16.3411,0.8123,1.8,-0.9877,0.9,1.8
B0 (no filter),1,16.3605,0.8126,1.8,-0.9874,0.9,1.8
B0 (no filter),1,16.3804,0.8129,1.8,-0.9871,0.9,1.8
B0 (no filter),1,16.4006,0.8132,1.8,-0.9868,0.9,1.8
B0 (no filter),1,16.4199,0.8135,1.8,-0.9865,0.9,1.8
B0 (no filter),1,16.4404,0.8137,1.8,-0.9863,0.9,1.8
B0 (no filter),1,16.4607,0.814,1.8,-0.986,0.9,1.8
B0 (no filter),1,16.4804,0.8142,1.8,-0.9858,0.9,1.8
B0 (no filter),1,16.5005,0.8144,1.8,-0.9856,0.9,1.8
B0 (no filter),1,16.5204,0.8145,1.8,-0.9855,0.9,1.8
B0 (no filter),1,16.5406,0.8147,1.8,-0.9853,0.9,1.8
